budget,genres,homepage,id,keywords,original_language,original_title,overview,viewercount,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_count,vote_average
6000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.mgm.com/#/our-titles/2083/The-Usual-Suspects,629,"[{""id"": 3703, ""name"": ""law""}, {""id"": 5493, ""name"": ""relatives""}, {""id"": 14604, ""name"": ""theft""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 18023, ""name"": ""criminal mastermind""}, {""id"": 18024, ""name"": ""hungarian""}, {""id"": 18027, ""name"": ""sibling""}]",en,The Usual Suspects,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",64.025031,"[{""name"": ""Blue Parrot Productions"", ""id"": 361}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/19/1995,23341568,106,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Released,Five Criminals. One Line Up. No Coincidence.,The Usual Suspects,3254,8.1
80000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,11973,"[{""id"": 840, ""name"": ""usa president""}, {""id"": 1815, ""name"": ""atomic bomb""}, {""id"": 4170, ""name"": ""john f. kennedy""}, {""id"": 9342, ""name"": ""kubakrise""}, {""id"": 156661, ""name"": ""threat""}]",en,Thirteen Days,"Dramatisation of the Cuban Missile Crisis, the nuclear standoff with the USSR sparked by the discovery by the Americans of missle bases established on the Soviet allied island of Cuba. Shown from the perspective of the US President, John F Kennedy, his staff and advisors.",18.26121,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Tig Productions"", ""id"": 335}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/24/2000,34566746,145,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,You'll never believe how close we came,Thirteen Days,189,6.9
6000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,138697,"[{""id"": 445, ""name"": ""pornography""}, {""id"": 572, ""name"": ""sex""}, {""id"": 5906, ""name"": ""sex addiction""}, {""id"": 10556, ""name"": ""male female relationship""}, {""id"": 18314, ""name"": ""internet porn""}, {""id"": 33432, ""name"": ""male masturbation""}, {""id"": 33451, ""name"": ""masturbation""}]",en,Don Jon,"A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love.",33.296684,"[{""name"": ""Voltage Pictures"", ""id"": 10255}, {""name"": ""Ram Bergman Productions"", ""id"": 11092}, {""name"": ""HitRecord Films"", ""id"": 14578}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/26/2013,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Everyone loves a happy ending.,Don Jon,1671,5.9
25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.nostringsattachedmovie.com/,41630,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 1760, ""name"": ""casual meeting""}, {""id"": 9139, ""name"": ""student of medicine""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 9988, ""name"": ""valentine""}, {""id"": 10556, ""name"": ""male female relationship""}, {""id"": 10827, ""name"": ""open relationship""}, {""id"": 11316, ""name"": ""sexual humor""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 172454, ""name"": ""casual sex""}, {""id"": 178329, ""name"": ""best friends in love""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 219779, ""name"": ""fling""}, {""id"": 226774, ""name"": ""father son conflict""}, {""id"": 231225, ""name"": ""friends with benefit""}]",en,No Strings Attached,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?",38.688822,"[{""name"": ""Katalyst Films"", ""id"": 817}, {""name"": ""The Montecito Picture Company"", ""id"": 2364}, {""name"": ""Handsomecharlie Films"", ""id"": 8873}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/21/2011,147780440,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Friendship has its benefits.,No Strings Attached,1331,6.1
12000000,"[{""id"": 27, ""name"": ""Horror""}]",,26466,"[{""id"": 270, ""name"": ""ocean""}, {""id"": 1196, ""name"": ""florida""}, {""id"": 1646, ""name"": ""autism""}, {""id"": 2849, ""name"": ""key""}, {""id"": 3342, ""name"": ""yacht""}, {""id"": 3598, ""name"": ""ax""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 4078, ""name"": ""ghost ship""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10854, ""name"": ""time loop""}, {""id"": 11040, ""name"": ""masked killer""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 14527, ""name"": ""storm""}, {""id"": 14698, ""name"": ""throat slitting""}, {""id"": 14768, ""name"": ""single mother""}, {""id"": 46952, ""name"": ""heavy rain""}, {""id"": 157758, ""name"": ""axe murder""}, {""id"": 167861, ""name"": ""caribbean""}, {""id"": 190890, ""name"": ""attempted strangulation""}]",en,Triangle,"The story revolves around the passengers of a yachting trip in the Atlantic Ocean who, when struck by mysterious weather conditions, jump to another ship only to experience greater havoc on the open seas.",25.496926,"[{""name"": ""Dan Films"", ""id"": 1854}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Pictures in Paradise"", ""id"": 3207}, {""name"": ""Pacific Film and Television Commission"", ""id"": 4024}, {""name"": ""Icon Entertainment International"", ""id"": 4564}, {""name"": ""Framestore"", ""id"": 13502}, {""name"": ""Triangle Films"", ""id"": 80386}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",10/16/2009,0,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Passage to Hell,Triangle,612,6.9
67000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",,285923,"[{""id"": 2804, ""name"": ""exploitation""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 15127, ""name"": ""killer""}]",en,Grindhouse,Two full length feature horror movies written by Quentin Tarantino and Robert Rodriguez put together as a two film feature. Including fake movie trailers in between both movies.,16.637642,"[{""name"": ""Big Talk Productions"", ""id"": 443}, {""name"": ""Yer Dead Productions"", ""id"": 6869}, {""name"": ""Weinstein Company, The"", ""id"": 7289}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Troublemaker Studios"", ""id"": 10807}, {""name"": ""Dartmouth International"", ""id"": 15762}, {""name"": ""Eyetronics"", ""id"": 15763}, {""name"": ""Rodriguez International Pictures"", ""id"": 15764}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/6/2007,25037897,191,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A double feature that'll tear you in two!,Grindhouse,459,6.8
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",http://www.sarahskey.com.au/,53457,[],fr,Elle s'appelait Sarah,"On the night of 16 July 1942, ten year old Sarah and her parents are being arrested and transported to the Velodrome d'Hiver in Paris where thousands of other jews are being send to get deported. Sarah however managed to lock her little brother in a closed just before the police entered their appartment.Sixty years later, Julia Jarmond, an American journalist in Paris, gets the assignment to write an article about this raid, a black page in the history of France. She starts digging archives and through Sarah's file discovers a well kept secret about her own in-laws.",10.072199,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""Studio 37"", ""id"": 2577}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""TPS Star"", ""id"": 6586}, {""name"": ""France T\u00e9l\u00e9vision"", ""id"": 7454}, {""name"": ""TF1 Droits Audiovisuels"", ""id"": 8350}, {""name"": ""R\u00e9gion Ile-de-France"", ""id"": 11246}, {""name"": ""Hugo Productions"", ""id"": 13855}, {""name"": ""A Plus Image"", ""id"": 19959}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",9/16/2010,17511906,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""yi"", ""name"": """"}]",Released,,Sarah's Key,196,7.2
10000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://www.warnerbros.com/land-women,13067,"[{""id"": 1326, ""name"": ""infidelity""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10163, ""name"": ""cancer""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 40895, ""name"": ""illness""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 207583, ""name"": ""actress""}]",en,In the Land of Women,"After a bad breakup with his girlfriend leaves him heartbroken, Carter Webb moves to Michigan to take care of his ailing grandmother. Once there, he gets mixed up in the lives of the mother and daughters who live across the street.",12.792446,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Land Films Inc."", ""id"": 3323}, {""name"": ""Anonymous Content"", ""id"": 10039}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/16/2007,17500000,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Get ready to fall,In the Land of Women,160,5.8
9000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,11545,"[{""id"": 3551, ""name"": ""private school""}, {""id"": 3568, ""name"": ""lone wolf""}, {""id"": 4326, ""name"": ""theatre play""}, {""id"": 4333, ""name"": ""theatre group""}, {""id"": 6521, ""name"": ""theatre director""}, {""id"": 10183, ""name"": ""independent film""}]",en,Rushmore,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.",18.289303,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/17/1998,17096053,93,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Love. Expulsion. Revolution.,Rushmore,676,7.5
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",http://www.oneforthemoneyfilm.com/index2.html,54054,"[{""id"": 801, ""name"": ""bounty hunter""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 9840, ""name"": ""romance""}, {""id"": 15124, ""name"": ""framed""}, {""id"": 168333, ""name"": ""bail jumper""}, {""id"": 187056, ""name"": ""woman director""}]",en,One for the Money,"An unemployed lingerie buyer convinces her bail bondsman cousin to give her a shot as a bounty hunter. Her first assignment is to track down a former cop on the run for murder – the same man who broke her heart years before. With the help of some friends and the best bounty hunter in the business, she slowly learns what it takes to be a true bounty hunter.",19.438503,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/26/2012,36893721,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,She's looking for a few not-so-good men,One for the Money,388,5.3
17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",https://www.warnerbros.com/running-scared,7304,"[{""id"": 6483, ""name"": ""ice hockey""}, {""id"": 12425, ""name"": ""racism""}, {""id"": 14576, ""name"": ""pedophile""}, {""id"": 14698, ""name"": ""throat slitting""}, {""id"": 15344, ""name"": ""shot in the stomach""}, {""id"": 154890, ""name"": ""head blown off""}, {""id"": 158927, ""name"": ""police investigation""}, {""id"": 163569, ""name"": ""pistol whip""}, {""id"": 167536, ""name"": ""shot in the shoulder""}, {""id"": 168531, ""name"": ""child uses gun""}, {""id"": 168534, ""name"": ""ankle holster""}, {""id"": 168539, ""name"": ""breaking finger""}]",en,Running Scared,"After a drug-op gone bad, Joey Gazelle is put in charge of disposing the gun that shot a dirty cop. But things goes wrong for Joey after the neighbor kid stole the gun and used it to shoot his abusive father. Now Joey has to find the kid and the gun before the police and the mob find them first.",19.311572,"[{""name"": ""International Production Company"", ""id"": 1507}, {""name"": ""True Grit Productions"", ""id"": 2227}, {""name"": ""Zero Gravity Management"", ""id"": 5357}, {""name"": ""Pierce/Williams Entertainment"", ""id"": 18621}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/6/2006,9500000,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Every bullet leaves a trail.,Running Scared,331,7
0,"[{""id"": 35, ""name"": ""Comedy""}]",,10970,"[{""id"": 776, ""name"": ""screenplay""}, {""id"": 5956, ""name"": ""stuntman""}, {""id"": 9253, ""name"": ""slapstick""}, {""id"": 10897, ""name"": ""mime""}, {""id"": 12396, ""name"": ""hollywood""}, {""id"": 154802, ""name"": ""silent film""}]",en,Silent Movie,"Aspiring filmmakers Mel Funn, Marty Eggs and Dom Bell go to a financially troubled studio with an idea for a silent movie. In an effort to make the movie more marketable, they attempt to recruit a number of big name stars to appear, while the studio's creditors attempt to thwart them. The film contains only one word of dialogue, spoken by an unlikely source.",7.315935,"[{""name"": ""Crossbow Productions"", ""id"": 1296}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/17/1976,0,86,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,,Silent Movie,78,6.7
7000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",,8068,"[{""id"": 75, ""name"": ""gunslinger""}, {""id"": 139, ""name"": ""anti terror""}, {""id"": 502, ""name"": ""ambush""}, {""id"": 534, ""name"": ""mexico""}, {""id"": 797, ""name"": ""showdown""}, {""id"": 953, ""name"": ""guitar""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2708, ""name"": ""hitman""}, {""id"": 3458, ""name"": ""bartender""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10044, ""name"": ""tragic hero""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 14575, ""name"": ""mariachi""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 14707, ""name"": ""brutality""}, {""id"": 18026, ""name"": ""drug lord""}, {""id"": 41372, ""name"": ""leg brace""}, {""id"": 154889, ""name"": ""concealed weapon""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 226790, ""name"": ""bookstore""}]",en,Desperado,A gunslinger is embroiled in a war with a local drug runner.,25.511217,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Los Hooligans Productions"", ""id"": 11705}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/25/1995,25405445,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When the smoke clears, it just means he's reloading.",Desperado,881,6.8
